longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,income_cat
-118.28,33.94,9.0,456.0,130.0,4.38,114.0,0.8952,81300.0,<1H OCEAN,1.0
-118.46,34.2,22.0,4855.0,1350.0,25.19,1258.0,3.0893,205600.0,<1H OCEAN,3.0
-118.28,33.98,19.0,883.0,313.0,7.26,277.0,0.9809,121400.0,<1H OCEAN,1.0
-121.58,39.76,18.0,1676.0,332.0,7.33,318.0,1.7875,103800.0,INLAND,2.0
-116.31,33.66,7.0,4497.0,831.0,22.48,713.0,3.6354,98000.0,INLAND,3.0
-117.06,32.68,41.0,2665.0,515.0,16.64,512.0,2.375,113500.0,NEAR OCEAN,2.0
-117.12,32.8,29.0,2863.0,534.0,13.92,522.0,3.8719,174200.0,NEAR OCEAN,3.0
-122.23,37.45,29.0,1617.0,235.0,7.58,246.0,7.7932,469900.0,NEAR OCEAN,5.0
-117.74,34.1,29.0,2742.0,488.0,24.77,532.0,3.5072,121900.0,INLAND,3.0
-118.45,34.26,35.0,1637.0,300.0,8.94,302.0,4.175,209600.0,<1H OCEAN,3.0
-117.1,32.66,27.0,1782.0,560.0,17.85,560.0,2.1542,106300.0,NEAR OCEAN,2.0
-122.73,38.44,35.0,1120.0,297.0,6.59,274.0,2.3824,145000.0,<1H OCEAN,2.0
-118.44,35.75,23.0,3166.0,700.0,10.97,493.0,2.6288,96000.0,INLAND,2.0
-117.19,33.7,24.0,5783.0,1256.0,19.9,1151.0,1.9014,83500.0,<1H OCEAN,2.0
-122.36,37.58,52.0,3084.0,595.0,13.24,571.0,5.0756,374200.0,NEAR OCEAN,4.0
-118.58,34.25,23.0,4883.0,769.0,21.19,725.0,5.521,280800.0,<1H OCEAN,4.0
-118.04,34.09,32.0,1339.0,334.0,8.17,349.0,2.8333,186000.0,INLAND,2.0
-122.26,37.88,52.0,2551.0,417.0,8.94,404.0,6.2425,391800.0,NEAR BAY,5.0
-121.81,37.32,26.0,2528.0,511.0,26.77,512.0,4.1165,164900.0,<1H OCEAN,3.0
-119.09,34.35,20.0,4725.0,881.0,28.23,869.0,4.0122,214800.0,<1H OCEAN,3.0
-117.31,33.18,16.0,1835.0,430.0,5.99,399.0,2.0147,87700.0,NEAR OCEAN,2.0
-121.08,39.21,17.0,3033.0,590.0,13.19,583.0,2.4811,111800.0,INLAND,2.0
-122.23,37.46,26.0,4670.0,1039.0,21.03,933.0,4.4167,333800.0,NEAR OCEAN,3.0
-121.83,37.99,18.0,2741.0,449.0,15.07,460.0,4.7566,142500.0,INLAND,4.0
-122.04,37.66,10.0,2031.0,357.0,8.67,352.0,5.3169,299200.0,NEAR BAY,4.0
-117.72,33.99,14.0,5622.0,861.0,31.08,821.0,5.7763,206700.0,INLAND,4.0
-120.66,35.29,16.0,2272.0,629.0,16.89,649.0,1.7031,195000.0,NEAR OCEAN,2.0
-121.97,37.8,17.0,3279.0,418.0,12.22,381.0,7.9168,356000.0,<1H OCEAN,5.0
-120.55,38.07,27.0,1199.0,224.0,4.63,199.0,2.9063,92200.0,INLAND,2.0
-119.95,38.95,8.0,430.0,107.0,0.36,18.0,2.625,187500.0,INLAND,2.0
-119.39,36.54,30.0,1408.0,326.0,11.84,324.0,1.7165,59100.0,INLAND,2.0
-122.08,37.97,9.0,2643.0,439.0,11.05,467.0,6.6579,245200.0,NEAR BAY,5.0
-118.12,34.04,35.0,1038.0,209.0,5.98,190.0,5.9214,254900.0,<1H OCEAN,4.0
-121.91,37.26,25.0,4258.0,719.0,22.9,743.0,5.1461,267200.0,<1H OCEAN,4.0
-118.38,34.09,24.0,8264.0,2437.0,31.48,2274.0,3.5659,281300.0,<1H OCEAN,3.0
-122.13,37.67,40.0,1748.0,318.0,9.14,317.0,3.8676,184000.0,NEAR BAY,3.0
-118.12,34.15,35.0,1760.0,447.0,9.84,384.0,3.4167,198200.0,<1H OCEAN,3.0
-121.27,38.13,40.0,2402.0,509.0,11.97,486.0,2.1771,98200.0,INLAND,2.0
-121.35,38.66,24.0,3313.0,769.0,16.31,681.0,2.5556,105700.0,INLAND,2.0
-118.31,33.81,30.0,1773.0,356.0,9.05,352.0,4.3056,336000.0,<1H OCEAN,3.0
-116.4,33.78,8.0,3059.0,500.0,6.12,208.0,6.8729,259200.0,INLAND,5.0
-117.5,34.04,4.0,3428.0,649.0,21.58,632.0,5.0175,143400.0,INLAND,4.0
-121.53,39.19,27.0,2080.0,412.0,10.82,382.0,2.5495,98300.0,INLAND,2.0
-117.13,34.39,29.0,2251.0,464.0,8.55,315.0,3.4183,104100.0,INLAND,3.0
-118.2,33.79,25.0,2851.0,968.0,37.44,906.0,2.0675,116700.0,NEAR OCEAN,2.0
-124.13,40.79,29.0,2474.0,453.0,11.3,427.0,2.8833,83000.0,NEAR OCEAN,2.0
-118.45,34.3,35.0,4085.0,919.0,39.88,906.0,3.4812,160200.0,<1H OCEAN,3.0
-122.41,37.73,41.0,2115.0,378.0,11.68,365.0,4.0642,272500.0,NEAR BAY,3.0
-118.19,33.99,35.0,1172.0,436.0,17.41,408.0,2.4596,154700.0,<1H OCEAN,2.0
-119.35,36.22,29.0,2051.0,351.0,9.15,343.0,3.1944,106800.0,INLAND,3.0
-118.27,34.17,52.0,2287.0,295.0,8.29,296.0,7.8383,500001.0,<1H OCEAN,5.0
-117.8,33.79,13.0,2021.0,362.0,10.81,341.0,4.3269,231400.0,<1H OCEAN,3.0
-122.74,38.44,17.0,2287.0,497.0,12.4,493.0,3.5845,164300.0,<1H OCEAN,3.0
-118.14,34.06,39.0,2390.0,444.0,12.46,422.0,3.7857,245700.0,<1H OCEAN,3.0
-116.14,34.45,12.0,8796.0,1721.0,111.39,1680.0,2.2612,137500.0,INLAND,2.0
-118.21,33.94,34.0,710.0,205.0,11.34,233.0,2.7734,141100.0,<1H OCEAN,2.0
-117.05,32.74,34.0,2178.0,455.0,11.93,446.0,3.1719,115300.0,NEAR OCEAN,3.0
-120.84,37.43,32.0,2892.0,521.0,15.8,484.0,3.7784,164500.0,INLAND,3.0
-121.82,39.76,23.0,6010.0,1116.0,27.1,1149.0,3.0068,107300.0,INLAND,3.0
-122.53,37.94,18.0,878.0,255.0,3.84,247.0,4.7344,200000.0,NEAR BAY,4.0
-121.84,36.94,29.0,4921.0,967.0,23.19,823.0,4.9517,307900.0,NEAR OCEAN,4.0
-117.87,33.75,12.0,2782.0,1077.0,19.68,795.0,0.971,102500.0,<1H OCEAN,1.0
-117.2,32.8,33.0,2573.0,436.0,10.84,443.0,4.2417,294100.0,NEAR OCEAN,3.0
-122.03,37.95,32.0,1955.0,313.0,8.04,317.0,4.9485,202300.0,NEAR BAY,4.0
-117.88,33.76,17.0,1768.0,474.0,10.79,436.0,1.7823,205300.0,<1H OCEAN,2.0
-121.99,37.35,18.0,1712.0,509.0,9.72,467.0,4.3971,238900.0,<1H OCEAN,3.0
-118.38,34.08,52.0,1479.0,360.0,6.52,346.0,2.945,431400.0,<1H OCEAN,2.0
-118.69,34.21,10.0,3663.0,409.0,11.79,371.0,12.542,500001.0,<1H OCEAN,5.0
-118.3,34.0,52.0,1686.0,377.0,9.82,356.0,2.0958,116400.0,<1H OCEAN,2.0
-121.45,38.65,5.0,2680.0,502.0,18.85,498.0,2.6369,110000.0,INLAND,2.0
-118.36,33.95,42.0,1116.0,303.0,10.82,299.0,3.7237,170800.0,<1H OCEAN,3.0
-118.36,34.11,35.0,3946.0,695.0,13.61,620.0,6.5195,500001.0,<1H OCEAN,5.0
-118.47,34.06,45.0,3030.0,433.0,9.16,399.0,9.4664,500001.0,<1H OCEAN,5.0
-122.25,38.1,52.0,1780.0,373.0,8.24,317.0,2.75,109900.0,NEAR BAY,2.0
-118.08,33.97,38.0,1026.0,190.0,7.89,193.0,4.2,163200.0,<1H OCEAN,3.0
-121.37,38.56,18.0,2129.0,363.0,8.15,347.0,2.7679,118000.0,INLAND,2.0
-118.36,34.15,34.0,3659.0,921.0,13.38,835.0,3.6202,366100.0,<1H OCEAN,3.0
-118.01,33.95,36.0,1579.0,290.0,8.16,276.0,4.4318,181100.0,<1H OCEAN,3.0
-120.64,37.7,16.0,284.0,51.0,2.39,46.0,1.8958,137500.0,INLAND,2.0
-117.36,33.92,7.0,9376.0,1181.0,35.7,1107.0,8.5326,315200.0,INLAND,5.0
-117.99,33.8,18.0,383.0,94.0,4.87,98.0,3.975,162500.0,<1H OCEAN,3.0
-118.11,34.1,20.0,3090.0,802.0,21.09,738.0,3.3801,192500.0,<1H OCEAN,3.0
-118.33,33.72,25.0,6191.0,1081.0,22.97,1023.0,6.4246,446700.0,NEAR OCEAN,5.0
-120.13,37.93,5.0,111.0,26.0,0.58,25.0,1.675,112500.0,INLAND,2.0
-117.95,33.79,34.0,2584.0,408.0,12.33,405.0,5.6935,218300.0,<1H OCEAN,4.0
-121.9,37.33,52.0,1009.0,231.0,9.29,210.0,2.5,162500.0,<1H OCEAN,2.0
-118.02,34.06,26.0,2929.0,970.0,37.92,817.0,2.2577,173800.0,<1H OCEAN,2.0
-122.27,37.81,10.0,875.0,348.0,5.46,330.0,0.76,162500.0,NEAR BAY,1.0
-117.36,33.88,15.0,2857.0,421.0,13.61,382.0,4.6875,189800.0,INLAND,4.0
-118.23,34.15,19.0,2294.0,716.0,16.86,680.0,3.0288,258300.0,<1H OCEAN,3.0
-117.34,33.19,23.0,3546.0,553.0,15.33,518.0,5.276,224500.0,NEAR OCEAN,4.0
-117.22,33.31,12.0,2924.0,433.0,11.93,394.0,6.2475,331300.0,<1H OCEAN,5.0
-117.09,32.77,38.0,2065.0,374.0,8.12,343.0,3.125,216500.0,NEAR OCEAN,3.0
-118.39,33.71,18.0,1193.0,233.0,4.75,228.0,7.5594,500001.0,NEAR OCEAN,5.0
-122.16,37.47,44.0,2581.0,437.0,10.06,414.0,5.397,341700.0,NEAR BAY,4.0
-121.62,39.76,14.0,2063.0,559.0,9.34,529.0,1.7788,85800.0,INLAND,2.0
-117.91,33.63,32.0,1901.0,400.0,9.46,418.0,2.7264,311100.0,<1H OCEAN,2.0
-117.06,32.68,36.0,3815.0,796.0,29.45,728.0,2.0959,125000.0,NEAR OCEAN,2.0
-117.03,32.61,22.0,1028.0,148.0,5.23,152.0,6.0086,166900.0,NEAR OCEAN,5.0
-117.46,34.1,7.0,1759.0,473.0,10.64,328.0,1.9583,108800.0,INLAND,2.0
-118.28,33.99,35.0,1138.0,304.0,11.28,311.0,1.8818,100000.0,<1H OCEAN,2.0
-117.17,32.7,33.0,4084.0,897.0,18.04,833.0,4.0488,409700.0,NEAR OCEAN,3.0
-121.66,39.66,17.0,3502.0,655.0,17.63,613.0,2.9625,101200.0,INLAND,2.0
-119.03,35.41,41.0,1808.0,435.0,10.05,373.0,1.7857,54300.0,INLAND,2.0
-124.1,40.5,42.0,2380.0,553.0,13.0,504.0,1.7574,57500.0,<1H OCEAN,2.0
-122.7,39.14,13.0,532.0,111.0,2.14,62.0,3.3929,108300.0,INLAND,3.0
-121.19,37.93,27.0,1621.0,363.0,9.09,345.0,2.1513,99700.0,INLAND,2.0
-122.42,40.57,10.0,7949.0,1309.0,31.76,1163.0,4.1099,120100.0,INLAND,3.0
-119.72,36.75,27.0,1691.0,282.0,8.69,337.0,3.9514,86900.0,INLAND,3.0
-121.62,36.68,43.0,2534.0,592.0,24.48,603.0,2.4884,130500.0,<1H OCEAN,2.0
-118.55,34.26,21.0,4018.0,536.0,15.08,529.0,8.203,445400.0,<1H OCEAN,5.0
-118.11,33.85,36.0,2418.0,389.0,11.38,387.0,4.8393,216300.0,<1H OCEAN,4.0
-118.27,33.98,30.0,1966.0,584.0,20.28,535.0,1.625,101500.0,<1H OCEAN,2.0
-118.1,33.84,35.0,1790.0,269.0,9.24,263.0,5.296,226200.0,<1H OCEAN,4.0
-120.4,34.95,8.0,1885.0,286.0,8.35,290.0,5.0206,261000.0,<1H OCEAN,4.0
-118.0,33.77,24.0,1324.0,267.0,6.87,264.0,3.4327,192800.0,<1H OCEAN,3.0
-118.28,34.0,42.0,1534.0,417.0,12.95,380.0,2.0938,119200.0,<1H OCEAN,2.0
-121.31,38.57,22.0,1229.0,253.0,7.33,250.0,2.5,101600.0,INLAND,2.0
-118.13,34.14,29.0,3559.0,1034.0,16.58,965.0,3.2643,163900.0,<1H OCEAN,3.0
-119.33,36.31,17.0,2401.0,409.0,11.0,409.0,4.0577,107300.0,INLAND,3.0
-117.97,33.8,35.0,2985.0,474.0,16.14,453.0,5.4631,225600.0,<1H OCEAN,4.0
-118.4,33.89,36.0,2127.0,314.0,8.07,306.0,8.1596,500001.0,<1H OCEAN,5.0
-121.93,37.26,39.0,1103.0,175.0,4.46,163.0,2.8125,291300.0,<1H OCEAN,2.0
-118.1,33.88,18.0,8046.0,1221.0,42.76,1228.0,6.5515,319600.0,<1H OCEAN,5.0
-117.29,34.12,45.0,1369.0,351.0,10.46,274.0,1.8438,72100.0,INLAND,2.0
-122.64,38.23,52.0,2156.0,469.0,10.7,467.0,3.3011,252300.0,<1H OCEAN,3.0
-118.99,35.35,27.0,1615.0,355.0,13.8,332.0,1.6632,49800.0,INLAND,2.0
-118.21,34.03,47.0,876.0,228.0,8.72,231.0,2.2656,145000.0,<1H OCEAN,2.0
-122.7,38.35,14.0,1555.0,369.0,4.93,335.0,1.6033,67500.0,<1H OCEAN,2.0
-120.65,40.42,39.0,3240.0,652.0,14.67,621.0,2.1875,64300.0,INLAND,2.0
-118.45,33.99,26.0,1919.0,405.0,9.53,371.0,6.0672,420800.0,<1H OCEAN,5.0
-121.84,37.33,26.0,1934.0,408.0,20.59,416.0,3.6765,163600.0,<1H OCEAN,3.0
-117.5,33.93,19.0,4741.0,835.0,29.03,796.0,4.3723,135600.0,INLAND,3.0
-117.44,33.95,31.0,914.0,177.0,5.56,161.0,3.7344,115300.0,INLAND,3.0
-117.14,32.76,35.0,2539.0,661.0,13.08,629.0,2.6777,146400.0,NEAR OCEAN,2.0
-121.37,38.41,14.0,3727.0,685.0,17.41,646.0,3.5625,125700.0,INLAND,3.0
-118.14,34.14,24.0,10239.0,2823.0,42.1,2565.0,3.6997,225000.0,<1H OCEAN,3.0
-122.0,38.35,38.0,1918.0,364.0,7.45,348.0,2.5707,126000.0,INLAND,2.0
-117.95,33.98,15.0,16042.0,2602.0,77.32,2552.0,5.6716,330400.0,<1H OCEAN,4.0
-122.37,37.93,45.0,3150.0,756.0,17.98,749.0,1.75,37900.0,NEAR BAY,2.0
-122.24,38.15,10.0,6817.0,1188.0,41.63,1135.0,4.4529,144100.0,NEAR BAY,3.0
-118.11,33.84,36.0,1463.0,257.0,7.22,260.0,4.8438,226300.0,<1H OCEAN,4.0
-117.25,32.78,36.0,1527.0,427.0,7.1,312.0,2.7857,291700.0,NEAR OCEAN,2.0
-118.12,33.96,38.0,1301.0,264.0,8.77,275.0,4.625,191300.0,<1H OCEAN,4.0
-118.08,33.9,44.0,1167.0,237.0,7.33,237.0,4.2083,168300.0,<1H OCEAN,3.0
-122.57,38.03,24.0,2330.0,322.0,9.11,320.0,6.5253,387700.0,NEAR BAY,5.0
-124.1,40.73,33.0,644.0,129.0,3.34,121.0,3.9659,111800.0,NEAR OCEAN,3.0
-117.92,33.87,44.0,308.0,87.0,3.01,100.0,2.1991,191100.0,<1H OCEAN,2.0
-117.35,33.21,18.0,2971.0,606.0,20.51,493.0,2.675,117100.0,NEAR OCEAN,2.0
-121.32,38.02,23.0,3251.0,689.0,18.9,668.0,3.0729,104800.0,INLAND,3.0
-117.94,33.73,24.0,4197.0,718.0,24.68,714.0,5.2563,211400.0,<1H OCEAN,4.0
-121.3,38.69,21.0,6575.0,1105.0,33.58,1098.0,4.0739,115400.0,INLAND,3.0
-119.33,36.28,16.0,2624.0,527.0,10.77,520.0,2.125,104200.0,INLAND,2.0
-117.15,32.75,9.0,2818.0,821.0,8.51,555.0,2.6181,204200.0,NEAR OCEAN,2.0
-118.46,34.01,46.0,1379.0,239.0,6.88,269.0,6.8901,500001.0,<1H OCEAN,5.0
-118.3,34.17,37.0,350.0,115.0,3.42,111.0,3.0687,200000.0,<1H OCEAN,3.0
-117.39,33.97,48.0,1915.0,348.0,10.6,376.0,3.4044,117900.0,INLAND,3.0
-117.21,33.93,4.0,10002.0,1468.0,54.39,1397.0,5.0223,152600.0,INLAND,4.0
-122.03,37.54,6.0,2918.0,672.0,19.11,639.0,4.1406,178200.0,NEAR BAY,3.0
-118.01,34.08,30.0,2281.0,522.0,19.69,500.0,3.6531,166300.0,INLAND,3.0
-117.78,33.86,16.0,3471.0,708.0,17.69,691.0,4.1064,246100.0,<1H OCEAN,3.0
-121.95,37.24,32.0,1382.0,239.0,7.05,251.0,6.0957,405400.0,<1H OCEAN,5.0
-118.34,34.1,29.0,3193.0,1452.0,20.39,1265.0,1.8209,500001.0,<1H OCEAN,2.0
-122.0,37.27,33.0,1664.0,271.0,7.59,272.0,5.7876,415800.0,<1H OCEAN,4.0
-122.03,38.69,23.0,1796.0,380.0,9.39,330.0,2.7955,96300.0,INLAND,2.0
-118.19,33.93,44.0,1613.0,345.0,12.27,342.0,3.1667,145700.0,<1H OCEAN,3.0
-121.09,39.23,35.0,2637.0,511.0,11.81,480.0,2.7813,109200.0,INLAND,2.0
-117.95,33.82,35.0,1068.0,190.0,5.14,174.0,4.0735,208700.0,<1H OCEAN,3.0
-118.26,33.92,42.0,3320.0,682.0,21.05,632.0,1.9809,104600.0,<1H OCEAN,2.0
-121.7,38.6,16.0,2372.0,588.0,14.0,583.0,2.8922,153600.0,INLAND,2.0
-121.96,37.34,42.0,2001.0,402.0,9.42,375.0,4.4453,255400.0,<1H OCEAN,3.0
-118.47,34.27,35.0,1150.0,185.0,7.41,178.0,5.7410000000000005,220600.0,<1H OCEAN,4.0
-123.2,39.23,26.0,786.0,168.0,4.94,161.0,2.3583,105400.0,<1H OCEAN,2.0
-121.46,38.53,37.0,2745.0,588.0,16.07,556.0,1.8007,65400.0,INLAND,2.0
-119.08,34.35,24.0,3663.0,828.0,27.18,778.0,3.2757,186000.0,<1H OCEAN,3.0
-119.61,36.94,14.0,863.0,151.0,3.15,135.0,4.2679,151800.0,INLAND,3.0
-118.2,33.92,45.0,1283.0,,10.25,248.0,3.2798,141200.0,<1H OCEAN,3.0
-117.07,33.01,25.0,2120.0,381.0,5.88,359.0,3.1187,169400.0,<1H OCEAN,3.0
-117.25,33.21,9.0,1944.0,488.0,19.92,453.0,2.066,127200.0,<1H OCEAN,2.0
-116.86,33.05,17.0,9044.0,1689.0,50.3,1596.0,3.6348,164500.0,<1H OCEAN,3.0
-121.37,38.7,18.0,3938.0,649.0,18.61,606.0,3.6484,95000.0,INLAND,3.0
-119.15,34.83,6.0,8733.0,1600.0,20.06,736.0,4.5724,168400.0,INLAND,4.0
-118.33,33.93,37.0,1831.0,356.0,9.25,338.0,4.4091,148400.0,<1H OCEAN,3.0
-122.46,37.76,52.0,2236.0,545.0,11.86,532.0,3.4531,414300.0,NEAR BAY,3.0
-120.97,37.66,21.0,2760.0,632.0,12.6,576.0,2.0227,179800.0,INLAND,2.0
-119.63,36.79,19.0,1317.0,189.0,5.17,187.0,4.526,148700.0,INLAND,4.0
-118.13,34.19,48.0,2539.0,425.0,9.3,364.0,4.7269,303900.0,INLAND,4.0
-120.83,37.77,20.0,1717.0,403.0,10.62,401.0,1.6759,116700.0,INLAND,2.0
-122.0,38.28,3.0,7030.0,1191.0,32.38,1055.0,4.962,161700.0,INLAND,4.0
-119.02,35.38,48.0,346.0,92.0,1.29,63.0,1.1875,63800.0,INLAND,1.0
-121.96,37.85,10.0,3209.0,379.0,11.99,392.0,12.2478,500001.0,INLAND,5.0
-117.98,33.76,28.0,3215.0,652.0,20.66,636.0,4.0194,197400.0,<1H OCEAN,3.0
-117.24,34.59,4.0,5027.0,797.0,18.69,686.0,3.5507,186100.0,INLAND,3.0
-119.23,36.45,36.0,1508.0,323.0,12.83,312.0,2.1205,60000.0,INLAND,2.0
-118.29,34.06,46.0,1759.0,1012.0,27.16,877.0,2.1637,350000.0,<1H OCEAN,2.0
-118.0,33.87,13.0,2086.0,544.0,13.56,462.0,2.95,165600.0,<1H OCEAN,2.0
-118.41,34.25,33.0,827.0,192.0,9.81,184.0,2.6429,143100.0,<1H OCEAN,2.0
-122.09,37.64,36.0,1180.0,212.0,6.64,200.0,5.2838,172600.0,NEAR BAY,4.0
-122.1,37.63,29.0,2172.0,435.0,13.77,408.0,3.7895,180900.0,NEAR BAY,3.0
-121.9,36.93,22.0,7281.0,1233.0,18.49,832.0,5.3276,335500.0,NEAR OCEAN,4.0
-119.68,36.32,28.0,1325.0,276.0,8.73,240.0,2.5833,54400.0,INLAND,2.0
-117.95,34.14,33.0,1943.0,440.0,15.26,353.0,3.0380000000000003,137500.0,INLAND,3.0
-117.25,33.25,6.0,6160.0,993.0,29.97,1029.0,4.6187,205000.0,<1H OCEAN,4.0
-118.41,34.03,36.0,3053.0,635.0,12.34,577.0,5.1637,500001.0,<1H OCEAN,4.0
-118.09,33.95,36.0,1991.0,396.0,13.06,403.0,4.5,166600.0,<1H OCEAN,3.0
-117.22,33.74,7.0,1810.0,386.0,9.31,355.0,2.5221,109200.0,<1H OCEAN,2.0
-118.47,34.42,25.0,3223.0,524.0,17.63,508.0,5.2887,183000.0,<1H OCEAN,4.0
-118.18,33.85,30.0,2548.0,717.0,20.86,700.0,0.7007,134400.0,<1H OCEAN,1.0
-122.1,37.97,18.0,4326.0,655.0,17.53,646.0,5.6931,269600.0,NEAR BAY,4.0
-118.38,34.22,20.0,1176.0,344.0,8.64,318.0,2.375,177700.0,<1H OCEAN,2.0
-118.36,33.98,46.0,1425.0,283.0,7.82,273.0,5.0569999999999995,246300.0,<1H OCEAN,4.0
-121.65,39.35,24.0,1003.0,251.0,10.98,227.0,1.7552,86400.0,INLAND,2.0
-122.06,37.7,37.0,1893.0,310.0,8.21,315.0,4.6005,231600.0,NEAR BAY,4.0
-118.25,34.15,20.0,3960.0,1027.0,17.29,978.0,3.0441,193800.0,<1H OCEAN,3.0
-117.2,32.8,36.0,4018.0,1067.0,16.2,842.0,2.3599,168400.0,NEAR OCEAN,2.0
-121.92,36.55,52.0,2616.0,483.0,5.82,313.0,3.275,500001.0,NEAR OCEAN,3.0
-118.37,33.82,36.0,2463.0,447.0,11.25,424.0,6.0176,352700.0,<1H OCEAN,5.0
-122.28,37.91,41.0,3009.0,482.0,10.53,490.0,5.827999999999999,324400.0,NEAR BAY,4.0
-118.6,34.19,16.0,14912.0,4183.0,51.05,3302.0,2.8312,213900.0,<1H OCEAN,2.0
-122.19,37.78,52.0,1026.0,180.0,4.69,168.0,2.875,160000.0,NEAR BAY,2.0
-120.85,35.37,21.0,1033.0,195.0,5.88,187.0,2.8173,226900.0,NEAR OCEAN,2.0
-119.75,34.45,6.0,2864.0,,14.04,603.0,5.5073,263800.0,NEAR OCEAN,4.0
-117.92,34.03,35.0,1469.0,306.0,12.85,308.0,3.9219,159500.0,<1H OCEAN,3.0
-121.16,38.67,21.0,6198.0,1223.0,28.27,1179.0,3.7796,159000.0,INLAND,3.0
-119.0,35.35,35.0,1164.0,277.0,9.92,284.0,1.4015,48700.0,INLAND,1.0
-120.72,37.54,17.0,729.0,134.0,4.31,121.0,4.2188,131300.0,INLAND,3.0
-118.34,34.0,44.0,3183.0,513.0,11.83,473.0,5.0407,314900.0,<1H OCEAN,4.0
-121.55,39.48,41.0,461.0,107.0,2.84,90.0,2.2045,41800.0,INLAND,2.0
-118.16,33.79,26.0,3061.0,844.0,21.35,769.0,2.875,164000.0,NEAR OCEAN,2.0
-121.7,39.36,46.0,1210.0,243.0,5.23,242.0,1.91,63900.0,INLAND,2.0
-121.58,39.52,25.0,2409.0,490.0,13.84,479.0,1.9956,58000.0,INLAND,2.0
-122.25,37.79,52.0,1339.0,391.0,10.86,363.0,2.181,138800.0,NEAR BAY,2.0
-119.69,36.74,23.0,2097.0,385.0,9.11,405.0,3.5128,121600.0,INLAND,3.0
-118.47,33.99,31.0,1312.0,376.0,11.78,330.0,2.0714,300000.0,<1H OCEAN,2.0
-118.97,35.37,41.0,2396.0,602.0,17.81,543.0,1.8819,58000.0,INLAND,2.0
-122.43,37.76,52.0,1582.0,353.0,8.68,329.0,3.8261,250000.0,NEAR BAY,3.0
-117.19,32.79,35.0,1788.0,378.0,7.77,374.0,3.3713,238400.0,NEAR OCEAN,3.0
-118.31,33.8,30.0,3096.0,757.0,20.48,704.0,3.125,233300.0,<1H OCEAN,3.0
-122.18,37.86,33.0,4449.0,636.0,16.84,617.0,8.9571,399700.0,NEAR BAY,5.0
-118.44,35.13,21.0,1899.0,447.0,11.33,391.0,1.8636,67900.0,INLAND,2.0
-118.31,34.17,12.0,3188.0,931.0,21.18,850.0,3.1823,218300.0,<1H OCEAN,3.0
-120.79,38.54,34.0,1133.0,254.0,4.95,187.0,2.05,68900.0,INLAND,2.0
-117.25,32.83,17.0,2075.0,262.0,7.04,241.0,10.9529,500001.0,NEAR OCEAN,5.0
-120.94,37.61,13.0,3309.0,603.0,17.96,555.0,3.8372,129300.0,INLAND,3.0
-122.57,38.27,7.0,6508.0,1028.0,29.02,1010.0,5.3707,250500.0,<1H OCEAN,4.0
-120.81,39.02,30.0,806.0,189.0,3.26,146.0,2.8155,101000.0,INLAND,2.0
-119.03,35.36,41.0,2551.0,594.0,13.42,595.0,1.9671,76800.0,INLAND,2.0
-118.31,33.8,31.0,4464.0,991.0,24.2,947.0,4.0425,277900.0,<1H OCEAN,3.0
-122.51,38.0,17.0,2449.0,536.0,11.57,543.0,3.9519,274200.0,NEAR BAY,3.0
-121.58,39.12,26.0,2796.0,629.0,20.17,632.0,1.8355,61200.0,INLAND,2.0
-119.74,34.45,29.0,2526.0,388.0,10.92,409.0,6.0597,383100.0,<1H OCEAN,5.0
-120.66,39.72,15.0,3763.0,784.0,7.17,348.0,2.2019,130500.0,INLAND,2.0
-120.31,37.29,40.0,1542.0,341.0,12.83,341.0,1.6929,55900.0,INLAND,2.0
-117.86,33.6,30.0,1891.0,364.0,6.35,314.0,6.6265,500001.0,<1H OCEAN,5.0
-117.36,33.2,26.0,2447.0,482.0,14.05,486.0,3.2917,150800.0,NEAR OCEAN,3.0
-118.14,33.84,36.0,3002.0,484.0,13.22,471.0,4.933,228900.0,<1H OCEAN,4.0
-117.15,33.2,16.0,2690.0,459.0,12.53,393.0,4.0328,294600.0,<1H OCEAN,3.0
-120.06,36.94,19.0,901.0,183.0,7.0,190.0,2.2375,64300.0,INLAND,2.0
-121.99,39.15,17.0,6440.0,1204.0,32.66,1142.0,2.7137,72000.0,INLAND,2.0
-117.11,33.11,17.0,2641.0,627.0,11.67,647.0,2.2875,132400.0,<1H OCEAN,2.0
-121.29,38.13,31.0,1008.0,212.0,4.53,195.0,2.3917,113500.0,INLAND,2.0
-119.72,34.42,37.0,1635.0,427.0,10.27,408.0,3.5905,264700.0,NEAR OCEAN,3.0
-117.1,32.71,25.0,939.0,247.0,10.03,240.0,1.75,87900.0,NEAR OCEAN,2.0
-122.13,37.72,25.0,1134.0,153.0,3.4,171.0,6.5095,371200.0,NEAR BAY,5.0
-117.94,34.04,34.0,1403.0,274.0,9.77,257.0,3.8409,163000.0,<1H OCEAN,3.0
-118.23,34.11,31.0,1021.0,191.0,4.95,191.0,5.5051,223500.0,<1H OCEAN,4.0
-118.46,34.31,24.0,2920.0,601.0,14.6,598.0,4.2708,218200.0,<1H OCEAN,3.0
-121.8,36.68,18.0,8581.0,1957.0,60.71,1889.0,3.0,162200.0,<1H OCEAN,2.0
-117.06,32.69,13.0,705.0,149.0,7.18,155.0,4.4375,154900.0,NEAR OCEAN,3.0
